X1,Country,effect,month,numberes_affected,year
1,afghanistan,kidnapped,january,0,2017
71,afghanistan,kidnapped,february,3,2017
141,afghanistan,kidnapped,march,0,2017
211,afghanistan,kidnapped,april,0,2017
281,afghanistan,kidnapped,may,1,2017
351,afghanistan,kidnapped,june,0,2017
421,afghanistan,kidnapped,july,0,2017
491,afghanistan,kidnapped,august,0,2017
561,afghanistan,kidnapped,september,0,2017
631,afghanistan,kidnapped,october,0,2017
701,afghanistan,kidnapped,november,0,2017
771,afghanistan,kidnapped,december,0,2017
841,afghanistan,killed,january,0,2017
911,afghanistan,killed,february,6,2017
981,afghanistan,killed,march,0,2017
1051,afghanistan,killed,april,0,2017
1121,afghanistan,killed,may,2,2017
1191,afghanistan,killed,june,0,2017
1261,afghanistan,killed,july,0,2017
1331,afghanistan,killed,august,3,2017
1401,afghanistan,killed,september,1,2017
1471,afghanistan,killed,october,0,2017
1541,afghanistan,killed,november,0,2017
1611,afghanistan,killed,december,0,2017
1681,afghanistan,arrested,january,0,2017
1751,afghanistan,arrested,february,0,2017
1821,afghanistan,arrested,march,0,2017
1891,afghanistan,arrested,april,0,2017
1961,afghanistan,arrested,may,0,2017
2031,afghanistan,arrested,june,0,2017
2101,afghanistan,arrested,july,0,2017
2171,afghanistan,arrested,august,0,2017
2241,afghanistan,arrested,september,0,2017
2311,afghanistan,arrested,october,0,2017
2381,afghanistan,arrested,november,0,2017
2451,afghanistan,arrested,december,0,2017
2521,afghanistan,killed,january,1,2018
2522,afghanistan,killed,january,5,2018
2548,afghanistan,killed,february,0,2018
2549,afghanistan,killed,february,0,2018
2617,afghanistan,killed,april,0,2018
2648,afghanistan,killed,may,5,2018
2649,afghanistan,killed,may,1,2018
2670,afghanistan,killed,june,0,2018
2697,afghanistan,killed,july,0,2018
2698,afghanistan,killed,july,2,2018
2734,afghanistan,killed,october,0,2018
2759,afghanistan,killed,december,0,2018
2770,afghanistan,kidnapped,january,1,2018
2771,afghanistan,kidnapped,january,0,2018
2797,afghanistan,kidnapped,february,0,2018
2798,afghanistan,kidnapped,february,0,2018
2866,afghanistan,kidnapped,april,1,2018
2897,afghanistan,kidnapped,may,1,2018
2898,afghanistan,kidnapped,may,0,2018
2919,afghanistan,kidnapped,june,1,2018
2946,afghanistan,kidnapped,july,12,2018
2947,afghanistan,kidnapped,july,0,2018
2983,afghanistan,kidnapped,october,1,2018
3008,afghanistan,kidnapped,december,0,2018
3019,afghanistan,arrested,january,0,2018
3020,afghanistan,arrested,january,0,2018
3046,afghanistan,arrested,february,1,2018
3047,afghanistan,arrested,february,1,2018
3115,afghanistan,arrested,april,0,2018
3146,afghanistan,arrested,may,0,2018
3147,afghanistan,arrested,may,0,2018
3168,afghanistan,arrested,june,0,2018
3195,afghanistan,arrested,july,0,2018
3196,afghanistan,arrested,july,0,2018
3232,afghanistan,arrested,october,0,2018
3257,afghanistan,arrested,december,1,2018
3268,afghanistan,killed,may,3,2019
3269,afghanistan,killed,may,2,2019
3270,afghanistan,killed,may,0,2019
3319,afghanistan,kidnapped,may,0,2019
3320,afghanistan,kidnapped,may,0,2019
3321,afghanistan,kidnapped,may,4,2019
3370,afghanistan,arrested,may,0,2019
3371,afghanistan,arrested,may,0,2019
3372,afghanistan,arrested,may,0,2019
2,angola,kidnapped,january,0,2017
72,angola,kidnapped,february,0,2017
142,angola,kidnapped,march,0,2017
212,angola,kidnapped,april,0,2017
282,angola,kidnapped,may,0,2017
352,angola,kidnapped,june,0,2017
422,angola,kidnapped,july,0,2017
492,angola,kidnapped,august,0,2017
562,angola,kidnapped,september,0,2017
632,angola,kidnapped,october,0,2017
702,angola,kidnapped,november,0,2017
772,angola,kidnapped,december,0,2017
842,angola,killed,january,0,2017
912,angola,killed,february,0,2017
982,angola,killed,march,0,2017
1052,angola,killed,april,0,2017
1122,angola,killed,may,0,2017
1192,angola,killed,june,0,2017
1262,angola,killed,july,0,2017
1332,angola,killed,august,0,2017
1402,angola,killed,september,0,2017
1472,angola,killed,october,0,2017
1542,angola,killed,november,0,2017
1612,angola,killed,december,0,2017
1682,angola,arrested,january,0,2017
1752,angola,arrested,february,0,2017
1822,angola,arrested,march,0,2017
1892,angola,arrested,april,0,2017
1962,angola,arrested,may,0,2017
2032,angola,arrested,june,0,2017
2102,angola,arrested,july,0,2017
2172,angola,arrested,august,0,2017
2242,angola,arrested,september,0,2017
2312,angola,arrested,october,0,2017
2382,angola,arrested,november,0,2017
2452,angola,arrested,december,0,2017
3,azerbaijan,kidnapped,january,0,2017
73,azerbaijan,kidnapped,february,0,2017
143,azerbaijan,kidnapped,march,0,2017
213,azerbaijan,kidnapped,april,0,2017
283,azerbaijan,kidnapped,may,0,2017
353,azerbaijan,kidnapped,june,0,2017
423,azerbaijan,kidnapped,july,0,2017
493,azerbaijan,kidnapped,august,0,2017
563,azerbaijan,kidnapped,september,0,2017
633,azerbaijan,kidnapped,october,0,2017
703,azerbaijan,kidnapped,november,0,2017
773,azerbaijan,kidnapped,december,0,2017
843,azerbaijan,killed,january,0,2017
913,azerbaijan,killed,february,0,2017
983,azerbaijan,killed,march,0,2017
1053,azerbaijan,killed,april,0,2017
1123,azerbaijan,killed,may,0,2017
1193,azerbaijan,killed,june,0,2017
1263,azerbaijan,killed,july,0,2017
1333,azerbaijan,killed,august,0,2017
1403,azerbaijan,killed,september,0,2017
1473,azerbaijan,killed,october,0,2017
1543,azerbaijan,killed,november,0,2017
1613,azerbaijan,killed,december,0,2017
1683,azerbaijan,arrested,january,0,2017
1753,azerbaijan,arrested,february,0,2017
1823,azerbaijan,arrested,march,0,2017
1893,azerbaijan,arrested,april,0,2017
1963,azerbaijan,arrested,may,0,2017
2033,azerbaijan,arrested,june,0,2017
2103,azerbaijan,arrested,july,0,2017
2173,azerbaijan,arrested,august,0,2017
2243,azerbaijan,arrested,september,0,2017
2313,azerbaijan,arrested,october,0,2017
2383,azerbaijan,arrested,november,0,2017
2453,azerbaijan,arrested,december,0,2017
2579,azerbaijan,killed,march,3,2018
2828,azerbaijan,kidnapped,march,0,2018
3077,azerbaijan,arrested,march,0,2018
4,bangladesh,kidnapped,january,0,2017
74,bangladesh,kidnapped,february,0,2017
144,bangladesh,kidnapped,march,0,2017
214,bangladesh,kidnapped,april,0,2017
284,bangladesh,kidnapped,may,0,2017
354,bangladesh,kidnapped,june,0,2017
424,bangladesh,kidnapped,july,1,2017
494,bangladesh,kidnapped,august,0,2017
564,bangladesh,kidnapped,september,0,2017
634,bangladesh,kidnapped,october,0,2017
704,bangladesh,kidnapped,november,0,2017
774,bangladesh,kidnapped,december,0,2017
844,bangladesh,killed,january,0,2017
914,bangladesh,killed,february,0,2017
984,bangladesh,killed,march,0,2017
1054,bangladesh,killed,april,0,2017
1124,bangladesh,killed,may,0,2017
1194,bangladesh,killed,june,0,2017
1264,bangladesh,killed,july,0,2017
1334,bangladesh,killed,august,0,2017
1404,bangladesh,killed,september,9,2017
1474,bangladesh,killed,october,0,2017
1544,bangladesh,killed,november,0,2017
1614,bangladesh,killed,december,1,2017
1684,bangladesh,arrested,january,1,2017
1754,bangladesh,arrested,february,0,2017
1824,bangladesh,arrested,march,0,2017
1894,bangladesh,arrested,april,0,2017
1964,bangladesh,arrested,may,0,2017
2034,bangladesh,arrested,june,0,2017
2104,bangladesh,arrested,july,0,2017
2174,bangladesh,arrested,august,1,2017
2244,bangladesh,arrested,september,0,2017
2314,bangladesh,arrested,october,0,2017
2384,bangladesh,arrested,november,0,2017
2454,bangladesh,arrested,december,0,2017
2523,bangladesh,killed,january,0,2018
2550,bangladesh,killed,february,0,2018
2580,bangladesh,killed,march,0,2018
2618,bangladesh,killed,april,0,2018
2619,bangladesh,killed,april,0,2018
2620,bangladesh,killed,april,0,2018
2772,bangladesh,kidnapped,january,0,2018
2799,bangladesh,kidnapped,february,0,2018
2829,bangladesh,kidnapped,march,0,2018
2867,bangladesh,kidnapped,april,0,2018
2868,bangladesh,kidnapped,april,0,2018
2869,bangladesh,kidnapped,april,0,2018
3021,bangladesh,arrested,january,38,2018
3048,bangladesh,arrested,february,11,2018
3078,bangladesh,arrested,march,4,2018
3116,bangladesh,arrested,april,1,2018
3117,bangladesh,arrested,april,1,2018
3118,bangladesh,arrested,april,6,2018
5,burkina faso,kidnapped,january,0,2017
75,burkina faso,kidnapped,february,0,2017
145,burkina faso,kidnapped,march,0,2017
215,burkina faso,kidnapped,april,0,2017
285,burkina faso,kidnapped,may,0,2017
355,burkina faso,kidnapped,june,0,2017
425,burkina faso,kidnapped,july,0,2017
495,burkina faso,kidnapped,august,0,2017
565,burkina faso,kidnapped,september,0,2017
635,burkina faso,kidnapped,october,0,2017
705,burkina faso,kidnapped,november,0,2017
775,burkina faso,kidnapped,december,0,2017
845,burkina faso,killed,january,0,2017
915,burkina faso,killed,february,0,2017
985,burkina faso,killed,march,0,2017
1055,burkina faso,killed,april,0,2017
1125,burkina faso,killed,may,1,2017
1195,burkina faso,killed,june,0,2017
1265,burkina faso,killed,july,0,2017
1335,burkina faso,killed,august,0,2017
1405,burkina faso,killed,september,0,2017
1475,burkina faso,killed,october,0,2017
1545,burkina faso,killed,november,0,2017
1615,burkina faso,killed,december,0,2017
1685,burkina faso,arrested,january,0,2017
1755,burkina faso,arrested,february,0,2017
1825,burkina faso,arrested,march,0,2017
1895,burkina faso,arrested,april,0,2017
1965,burkina faso,arrested,may,0,2017
2035,burkina faso,arrested,june,0,2017
2105,burkina faso,arrested,july,0,2017
2175,burkina faso,arrested,august,0,2017
2245,burkina faso,arrested,september,0,2017
2315,burkina faso,arrested,october,0,2017
2385,burkina faso,arrested,november,0,2017
2455,burkina faso,arrested,december,0,2017
2650,burkina faso,killed,may,0,2018
2760,burkina faso,killed,december,0,2018
2899,burkina faso,kidnapped,may,1,2018
3009,burkina faso,kidnapped,december,1,2018
3148,burkina faso,arrested,may,0,2018
3258,burkina faso,arrested,december,0,2018
3277,burkina faso,killed,march,0,2019
3278,burkina faso,killed,march,0,2019
3294,burkina faso,killed,april,0,2019
3309,burkina faso,killed,may,0,2019
3328,burkina faso,kidnapped,march,1,2019
3329,burkina faso,kidnapped,march,1,2019
3345,burkina faso,kidnapped,april,1,2019
3360,burkina faso,kidnapped,may,5,2019
3379,burkina faso,arrested,march,0,2019
3380,burkina faso,arrested,march,0,2019
3396,burkina faso,arrested,april,0,2019
3411,burkina faso,arrested,may,0,2019
6,burundi,kidnapped,january,0,2017
76,burundi,kidnapped,february,0,2017
146,burundi,kidnapped,march,0,2017
216,burundi,kidnapped,april,0,2017
286,burundi,kidnapped,may,0,2017
356,burundi,kidnapped,june,0,2017
426,burundi,kidnapped,july,0,2017
496,burundi,kidnapped,august,0,2017
566,burundi,kidnapped,september,0,2017
636,burundi,kidnapped,october,0,2017
706,burundi,kidnapped,november,0,2017
776,burundi,kidnapped,december,0,2017
846,burundi,killed,january,0,2017
916,burundi,killed,february,0,2017
986,burundi,killed,march,0,2017
1056,burundi,killed,april,0,2017
1126,burundi,killed,may,0,2017
1196,burundi,killed,june,0,2017
1266,burundi,killed,july,0,2017
1336,burundi,killed,august,0,2017
1406,burundi,killed,september,0,2017
1476,burundi,killed,october,0,2017
1546,burundi,killed,november,0,2017
1616,burundi,killed,december,0,2017
1686,burundi,arrested,january,0,2017
1756,burundi,arrested,february,0,2017
1826,burundi,arrested,march,0,2017
1896,burundi,arrested,april,0,2017
1966,burundi,arrested,may,0,2017
2036,burundi,arrested,june,0,2017
2106,burundi,arrested,july,0,2017
2176,burundi,arrested,august,0,2017
2246,burundi,arrested,september,1,2017
2316,burundi,arrested,october,0,2017
2386,burundi,arrested,november,0,2017
2456,burundi,arrested,december,0,2017
2651,burundi,killed,may,0,2018
2735,burundi,killed,october,0,2018
2761,burundi,killed,december,0,2018
2900,burundi,kidnapped,may,0,2018
2984,burundi,kidnapped,october,0,2018
3010,burundi,kidnapped,december,0,2018
3149,burundi,arrested,may,2,2018
3233,burundi,arrested,october,3,2018
3259,burundi,arrested,december,1,2018
7,cambodia,kidnapped,january,0,2017
77,cambodia,kidnapped,february,0,2017
147,cambodia,kidnapped,march,0,2017
217,cambodia,kidnapped,april,0,2017
287,cambodia,kidnapped,may,0,2017
357,cambodia,kidnapped,june,0,2017
427,cambodia,kidnapped,july,0,2017
497,cambodia,kidnapped,august,0,2017
567,cambodia,kidnapped,september,0,2017
637,cambodia,kidnapped,october,0,2017
707,cambodia,kidnapped,november,0,2017
777,cambodia,kidnapped,december,0,2017
847,cambodia,killed,january,0,2017
917,cambodia,killed,february,0,2017
987,cambodia,killed,march,0,2017
1057,cambodia,killed,april,0,2017
1127,cambodia,killed,may,0,2017
1197,cambodia,killed,june,0,2017
1267,cambodia,killed,july,0,2017
1337,cambodia,killed,august,0,2017
1407,cambodia,killed,september,0,2017
1477,cambodia,killed,october,0,2017
1547,cambodia,killed,november,0,2017
1617,cambodia,killed,december,0,2017
1687,cambodia,arrested,january,0,2017
1757,cambodia,arrested,february,0,2017
1827,cambodia,arrested,march,0,2017
1897,cambodia,arrested,april,0,2017
1967,cambodia,arrested,may,0,2017
2037,cambodia,arrested,june,0,2017
2107,cambodia,arrested,july,0,2017
2177,cambodia,arrested,august,0,2017
2247,cambodia,arrested,september,0,2017
2317,cambodia,arrested,october,0,2017
2387,cambodia,arrested,november,0,2017
2457,cambodia,arrested,december,0,2017
2524,cambodia,killed,january,0,2018
2652,cambodia,killed,may,0,2018
2773,cambodia,kidnapped,january,1,2018
2901,cambodia,kidnapped,may,0,2018
3022,cambodia,arrested,january,0,2018
3150,cambodia,arrested,may,1,2018
8,cameroon,kidnapped,january,0,2017
78,cameroon,kidnapped,february,0,2017
148,cameroon,kidnapped,march,0,2017
218,cameroon,kidnapped,april,0,2017
288,cameroon,kidnapped,may,0,2017
358,cameroon,kidnapped,june,0,2017
428,cameroon,kidnapped,july,0,2017
498,cameroon,kidnapped,august,0,2017
568,cameroon,kidnapped,september,0,2017
638,cameroon,kidnapped,october,0,2017
708,cameroon,kidnapped,november,0,2017
778,cameroon,kidnapped,december,0,2017
848,cameroon,killed,january,0,2017
918,cameroon,killed,february,5,2017
988,cameroon,killed,march,0,2017
1058,cameroon,killed,april,0,2017
1128,cameroon,killed,may,0,2017
1198,cameroon,killed,june,0,2017
1268,cameroon,killed,july,0,2017
1338,cameroon,killed,august,0,2017
1408,cameroon,killed,september,0,2017
1478,cameroon,killed,october,0,2017
1548,cameroon,killed,november,0,2017
1618,cameroon,killed,december,0,2017
1688,cameroon,arrested,january,0,2017
1758,cameroon,arrested,february,0,2017
1828,cameroon,arrested,march,0,2017
1898,cameroon,arrested,april,0,2017
1968,cameroon,arrested,may,0,2017
2038,cameroon,arrested,june,0,2017
2108,cameroon,arrested,july,0,2017
2178,cameroon,arrested,august,0,2017
2248,cameroon,arrested,september,0,2017
2318,cameroon,arrested,october,0,2017
2388,cameroon,arrested,november,0,2017
2458,cameroon,arrested,december,0,2017
3295,cameroon,killed,april,0,2019
3346,cameroon,kidnapped,april,1,2019
3397,cameroon,arrested,april,0,2019
9,central african republic,kidnapped,january,0,2017
79,central african republic,kidnapped,february,0,2017
149,central african republic,kidnapped,march,0,2017
219,central african republic,kidnapped,april,0,2017
289,central african republic,kidnapped,may,0,2017
359,central african republic,kidnapped,june,0,2017
429,central african republic,kidnapped,july,1,2017
499,central african republic,kidnapped,august,0,2017
569,central african republic,kidnapped,september,4,2017
639,central african republic,kidnapped,october,0,2017
709,central african republic,kidnapped,november,0,2017
779,central african republic,kidnapped,december,0,2017
849,central african republic,killed,january,1,2017
919,central african republic,killed,february,0,2017
989,central african republic,killed,march,0,2017
1059,central african republic,killed,april,1,2017
1129,central african republic,killed,may,0,2017
1199,central african republic,killed,june,1,2017
1269,central african republic,killed,july,2,2017
1339,central african republic,killed,august,6,2017
1409,central african republic,killed,september,1,2017
1479,central african republic,killed,october,0,2017
1549,central african republic,killed,november,1,2017
1619,central african republic,killed,december,2,2017
1689,central african republic,arrested,january,0,2017
1759,central african republic,arrested,february,0,2017
1829,central african republic,arrested,march,0,2017
1899,central african republic,arrested,april,0,2017
1969,central african republic,arrested,may,0,2017
2039,central african republic,arrested,june,0,2017
2109,central african republic,arrested,july,0,2017
2179,central african republic,arrested,august,0,2017
2249,central african republic,arrested,september,0,2017
2319,central african republic,arrested,october,0,2017
2389,central african republic,arrested,november,0,2017
2459,central african republic,arrested,december,0,2017
2525,central african republic,killed,january,0,2018
2551,central african republic,killed,february,4,2018
2552,central african republic,killed,february,0,2018
2581,central african republic,killed,march,1,2018
2709,central african republic,killed,august,1,2018
2710,central african republic,killed,august,2,2018
2711,central african republic,killed,august,0,2018
2745,central african republic,killed,november,0,2018
2774,central african republic,kidnapped,january,1,2018
2800,central african republic,kidnapped,february,0,2018
2801,central african republic,kidnapped,february,1,2018
2830,central african republic,kidnapped,march,0,2018
2958,central african republic,kidnapped,august,0,2018
2959,central african republic,kidnapped,august,0,2018
2960,central african republic,kidnapped,august,1,2018
2994,central african republic,kidnapped,november,2,2018
3023,central african republic,arrested,january,0,2018
3049,central african republic,arrested,february,0,2018
3050,central african republic,arrested,february,0,2018
3079,central african republic,arrested,march,0,2018
3207,central african republic,arrested,august,0,2018
3208,central african republic,arrested,august,0,2018
3209,central african republic,arrested,august,0,2018
3243,central african republic,arrested,november,0,2018
3272,central african republic,killed,january,2,2019
3273,central african republic,killed,january,0,2019
3274,central african republic,killed,january,1,2019
3275,central african republic,killed,january,1,2019
3276,central african republic,killed,march,0,2019
3280,central african republic,killed,april,0,2019
3281,central african republic,killed,may,1,2019
3323,central african republic,kidnapped,january,0,2019
3324,central african republic,kidnapped,january,6,2019
3325,central african republic,kidnapped,january,0,2019
3326,central african republic,kidnapped,january,0,2019
3327,central african republic,kidnapped,march,1,2019
3331,central african republic,kidnapped,april,1,2019
3332,central african republic,kidnapped,may,0,2019
3374,central african republic,arrested,january,0,2019
3375,central african republic,arrested,january,0,2019
3376,central african republic,arrested,january,0,2019
3377,central african republic,arrested,january,0,2019
3378,central african republic,arrested,march,0,2019
3382,central african republic,arrested,april,0,2019
3383,central african republic,arrested,may,0,2019
10,chad,kidnapped,january,0,2017
80,chad,kidnapped,february,0,2017
150,chad,kidnapped,march,0,2017
220,chad,kidnapped,april,0,2017
290,chad,kidnapped,may,0,2017
360,chad,kidnapped,june,0,2017
430,chad,kidnapped,july,0,2017
500,chad,kidnapped,august,0,2017
570,chad,kidnapped,september,0,2017
640,chad,kidnapped,october,0,2017
710,chad,kidnapped,november,0,2017
780,chad,kidnapped,december,1,2017
850,chad,killed,january,0,2017
920,chad,killed,february,0,2017
990,chad,killed,march,0,2017
1060,chad,killed,april,0,2017
1130,chad,killed,may,0,2017
1200,chad,killed,june,0,2017
1270,chad,killed,july,0,2017
1340,chad,killed,august,0,2017
1410,chad,killed,september,0,2017
1480,chad,killed,october,0,2017
1550,chad,killed,november,0,2017
1620,chad,killed,december,0,2017
1690,chad,arrested,january,0,2017
1760,chad,arrested,february,0,2017
1830,chad,arrested,march,1,2017
1900,chad,arrested,april,0,2017
1970,chad,arrested,may,0,2017
2040,chad,arrested,june,0,2017
2110,chad,arrested,july,0,2017
2180,chad,arrested,august,0,2017
2250,chad,arrested,september,0,2017
2320,chad,arrested,october,0,2017
2390,chad,arrested,november,0,2017
2460,chad,arrested,december,0,2017
2621,chad,killed,april,0,2018
2671,chad,killed,june,1,2018
2736,chad,killed,october,0,2018
2870,chad,kidnapped,april,0,2018
2920,chad,kidnapped,june,0,2018
2985,chad,kidnapped,october,2,2018
3119,chad,arrested,april,1,2018
3169,chad,arrested,june,0,2018
3234,chad,arrested,october,0,2018
11,china,kidnapped,january,0,2017
81,china,kidnapped,february,0,2017
151,china,kidnapped,march,0,2017
221,china,kidnapped,april,0,2017
291,china,kidnapped,may,0,2017
361,china,kidnapped,june,0,2017
431,china,kidnapped,july,0,2017
501,china,kidnapped,august,1,2017
571,china,kidnapped,september,0,2017
641,china,kidnapped,october,0,2017
711,china,kidnapped,november,0,2017
781,china,kidnapped,december,0,2017
851,china,killed,january,0,2017
921,china,killed,february,0,2017
991,china,killed,march,0,2017
1061,china,killed,april,0,2017
1131,china,killed,may,2,2017
1201,china,killed,june,0,2017
1271,china,killed,july,0,2017
1341,china,killed,august,0,2017
1411,china,killed,september,0,2017
1481,china,killed,october,0,2017
1551,china,killed,november,0,2017
1621,china,killed,december,0,2017
1691,china,arrested,january,0,2017
1761,china,arrested,february,0,2017
1831,china,arrested,march,0,2017
1901,china,arrested,april,0,2017
1971,china,arrested,may,0,2017
2041,china,arrested,june,0,2017
2111,china,arrested,july,0,2017
2181,china,arrested,august,0,2017
2251,china,arrested,september,0,2017
2321,china,arrested,october,0,2017
2391,china,arrested,november,0,2017
2461,china,arrested,december,0,2017
2762,china,killed,december,0,2018
3011,china,kidnapped,december,0,2018
3260,china,arrested,december,1,2018
12,colombia,kidnapped,january,0,2017
82,colombia,kidnapped,february,0,2017
152,colombia,kidnapped,march,0,2017
222,colombia,kidnapped,april,0,2017
292,colombia,kidnapped,may,1,2017
362,colombia,kidnapped,june,0,2017
432,colombia,kidnapped,july,1,2017
502,colombia,kidnapped,august,0,2017
572,colombia,kidnapped,september,0,2017
642,colombia,kidnapped,october,0,2017
712,colombia,kidnapped,november,0,2017
782,colombia,kidnapped,december,0,2017
852,colombia,killed,january,0,2017
922,colombia,killed,february,0,2017
992,colombia,killed,march,0,2017
1062,colombia,killed,april,0,2017
1132,colombia,killed,may,0,2017
1202,colombia,killed,june,0,2017
1272,colombia,killed,july,0,2017
1342,colombia,killed,august,0,2017
1412,colombia,killed,september,0,2017
1482,colombia,killed,october,0,2017
1552,colombia,killed,november,0,2017
1622,colombia,killed,december,0,2017
1692,colombia,arrested,january,0,2017
1762,colombia,arrested,february,0,2017
1832,colombia,arrested,march,0,2017
1902,colombia,arrested,april,0,2017
1972,colombia,arrested,may,0,2017
2042,colombia,arrested,june,0,2017
2112,colombia,arrested,july,0,2017
2182,colombia,arrested,august,0,2017
2252,colombia,arrested,september,0,2017
2322,colombia,arrested,october,0,2017
2392,colombia,arrested,november,0,2017
2462,colombia,arrested,december,0,2017
2526,colombia,killed,january,0,2018
2775,colombia,kidnapped,january,0,2018
3024,colombia,arrested,january,5,2018
2553,democratic republic of the congo,killed,february,0,2018
2554,democratic republic of the congo,killed,february,0,2018
2555,democratic republic of the congo,killed,february,0,2018
2582,democratic republic of the congo,killed,march,1,2018
2583,democratic republic of the congo,killed,march,1,2018
2622,democratic republic of the congo,killed,april,0,2018
2653,democratic republic of the congo,killed,may,0,2018
2654,democratic republic of the congo,killed,may,0,2018
2699,democratic republic of the congo,killed,july,0,2018
2700,democratic republic of the congo,killed,july,0,2018
2712,democratic republic of the congo,killed,august,0,2018
2713,democratic republic of the congo,killed,august,0,2018
2714,democratic republic of the congo,killed,august,0,2018
2746,democratic republic of the congo,killed,november,2,2018
2747,democratic republic of the congo,killed,november,2,2018
2748,democratic republic of the congo,killed,november,0,2018
2763,democratic republic of the congo,killed,december,1,2018
2802,democratic republic of the congo,kidnapped,february,0,2018
2803,democratic republic of the congo,kidnapped,february,3,2018
2804,democratic republic of the congo,kidnapped,february,2,2018
2831,democratic republic of the congo,kidnapped,march,0,2018
2832,democratic republic of the congo,kidnapped,march,0,2018
2871,democratic republic of the congo,kidnapped,april,2,2018
2902,democratic republic of the congo,kidnapped,may,3,2018
2903,democratic republic of the congo,kidnapped,may,1,2018
2948,democratic republic of the congo,kidnapped,july,2,2018
2949,democratic republic of the congo,kidnapped,july,1,2018
2961,democratic republic of the congo,kidnapped,august,7,2018
2962,democratic republic of the congo,kidnapped,august,6,2018
2963,democratic republic of the congo,kidnapped,august,4,2018
2995,democratic republic of the congo,kidnapped,november,0,2018
2996,democratic republic of the congo,kidnapped,november,0,2018
2997,democratic republic of the congo,kidnapped,november,1,2018
3012,democratic republic of the congo,kidnapped,december,0,2018
3051,democratic republic of the congo,arrested,february,1,2018
3052,democratic republic of the congo,arrested,february,0,2018
3053,democratic republic of the congo,arrested,february,0,2018
3080,democratic republic of the congo,arrested,march,0,2018
3081,democratic republic of the congo,arrested,march,0,2018
3120,democratic republic of the congo,arrested,april,0,2018
3151,democratic republic of the congo,arrested,may,0,2018
3152,democratic republic of the congo,arrested,may,0,2018
3197,democratic republic of the congo,arrested,july,0,2018
3198,democratic republic of the congo,arrested,july,0,2018
3210,democratic republic of the congo,arrested,august,0,2018
3211,democratic republic of the congo,arrested,august,0,2018
3212,democratic republic of the congo,arrested,august,0,2018
3244,democratic republic of the congo,arrested,november,0,2018
3245,democratic republic of the congo,arrested,november,0,2018
3246,democratic republic of the congo,arrested,november,0,2018
3261,democratic republic of the congo,arrested,december,0,2018
3282,democratic republic of the congo,killed,april,1,2019
3333,democratic republic of the congo,kidnapped,april,0,2019
3384,democratic republic of the congo,arrested,april,0,2019
13,djibouti,kidnapped,january,0,2017
83,djibouti,kidnapped,february,0,2017
153,djibouti,kidnapped,march,0,2017
223,djibouti,kidnapped,april,0,2017
293,djibouti,kidnapped,may,0,2017
363,djibouti,kidnapped,june,0,2017
433,djibouti,kidnapped,july,0,2017
503,djibouti,kidnapped,august,0,2017
573,djibouti,kidnapped,september,0,2017
643,djibouti,kidnapped,october,0,2017
713,djibouti,kidnapped,november,0,2017
783,djibouti,kidnapped,december,0,2017
853,djibouti,killed,january,0,2017
923,djibouti,killed,february,0,2017
993,djibouti,killed,march,0,2017
1063,djibouti,killed,april,0,2017
1133,djibouti,killed,may,0,2017
1203,djibouti,killed,june,0,2017
1273,djibouti,killed,july,0,2017
1343,djibouti,killed,august,0,2017
1413,djibouti,killed,september,0,2017
1483,djibouti,killed,october,0,2017
1553,djibouti,killed,november,0,2017
1623,djibouti,killed,december,0,2017
1693,djibouti,arrested,january,0,2017
1763,djibouti,arrested,february,0,2017
1833,djibouti,arrested,march,0,2017
1903,djibouti,arrested,april,0,2017
1973,djibouti,arrested,may,0,2017
2043,djibouti,arrested,june,1,2017
2113,djibouti,arrested,july,0,2017
2183,djibouti,arrested,august,0,2017
2253,djibouti,arrested,september,0,2017
2323,djibouti,arrested,october,0,2017
2393,djibouti,arrested,november,0,2017
2463,djibouti,arrested,december,0,2017
3300,dominican republic,killed,april,0,2019
3351,dominican republic,kidnapped,april,0,2019
3402,dominican republic,arrested,april,1,2019
14,drc,kidnapped,january,0,2017
84,drc,kidnapped,february,0,2017
154,drc,kidnapped,march,0,2017
224,drc,kidnapped,april,18,2017
294,drc,kidnapped,may,30,2017
364,drc,kidnapped,june,2,2017
434,drc,kidnapped,july,1,2017
504,drc,kidnapped,august,2,2017
574,drc,kidnapped,september,0,2017
644,drc,kidnapped,october,0,2017
714,drc,kidnapped,november,0,2017
784,drc,kidnapped,december,0,2017
854,drc,killed,january,0,2017
924,drc,killed,february,0,2017
994,drc,killed,march,3,2017
1064,drc,killed,april,0,2017
1134,drc,killed,may,0,2017
1204,drc,killed,june,0,2017
1274,drc,killed,july,0,2017
1344,drc,killed,august,0,2017
1414,drc,killed,september,0,2017
1484,drc,killed,october,0,2017
1554,drc,killed,november,0,2017
1624,drc,killed,december,0,2017
1694,drc,arrested,january,0,2017
1764,drc,arrested,february,1,2017
1834,drc,arrested,march,1,2017
1904,drc,arrested,april,0,2017
1974,drc,arrested,may,0,2017
2044,drc,arrested,june,0,2017
2114,drc,arrested,july,0,2017
2184,drc,arrested,august,1,2017
2254,drc,arrested,september,0,2017
2324,drc,arrested,october,0,2017
2394,drc,arrested,november,0,2017
2464,drc,arrested,december,0,2017
15,ecuador,kidnapped,january,0,2017
85,ecuador,kidnapped,february,0,2017
155,ecuador,kidnapped,march,0,2017
225,ecuador,kidnapped,april,0,2017
295,ecuador,kidnapped,may,0,2017
