X1,Country,effect,month,numberes_affected,year
2930,syria,kidnapped,june,0,2018
2931,syria,kidnapped,june,0,2018
2932,syria,kidnapped,june,0,2018
2933,syria,kidnapped,june,0,2018
2934,syria,kidnapped,june,0,2018
2935,syria,kidnapped,june,0,2018
2936,syria,kidnapped,june,0,2018
2937,syria,kidnapped,june,0,2018
2938,syria,kidnapped,june,0,2018
2939,syria,kidnapped,june,0,2018
2940,syria,kidnapped,june,0,2018
2941,syria,kidnapped,june,0,2018
2942,syria,kidnapped,june,0,2018
2943,syria,kidnapped,june,0,2018
2954,syria,kidnapped,july,4,2018
2955,syria,kidnapped,july,0,2018
2956,syria,kidnapped,july,0,2018
2968,syria,kidnapped,august,1,2018
2969,syria,kidnapped,august,1,2018
2981,syria,kidnapped,september,1,2018
2991,syria,kidnapped,october,0,2018
3004,syria,kidnapped,november,0,2018
3005,syria,kidnapped,november,1,2018
3006,syria,kidnapped,november,0,2018
3016,syria,kidnapped,december,1,2018
3017,syria,kidnapped,december,0,2018
3033,syria,arrested,january,0,2018
3034,syria,arrested,january,0,2018
3035,syria,arrested,january,0,2018
3036,syria,arrested,january,0,2018
3037,syria,arrested,january,0,2018
3038,syria,arrested,january,1,2018
3039,syria,arrested,january,0,2018
3040,syria,arrested,january,0,2018
3060,syria,arrested,february,0,2018
3061,syria,arrested,february,0,2018
3062,syria,arrested,february,0,2018
3063,syria,arrested,february,0,2018
3064,syria,arrested,february,0,2018
3065,syria,arrested,february,0,2018
3066,syria,arrested,february,0,2018
3067,syria,arrested,february,0,2018
3068,syria,arrested,february,0,2018
3069,syria,arrested,february,0,2018
3070,syria,arrested,february,0,2018
3071,syria,arrested,february,0,2018
3072,syria,arrested,february,0,2018
3073,syria,arrested,february,0,2018
3074,syria,arrested,february,0,2018
3075,syria,arrested,february,0,2018
3076,syria,arrested,february,0,2018
3096,syria,arrested,march,0,2018
3097,syria,arrested,march,0,2018
3098,syria,arrested,march,0,2018
3099,syria,arrested,march,0,2018
3100,syria,arrested,march,0,2018
3101,syria,arrested,march,0,2018
3102,syria,arrested,march,0,2018
3103,syria,arrested,march,0,2018
3104,syria,arrested,march,0,2018
3105,syria,arrested,march,0,2018
3106,syria,arrested,march,0,2018
3107,syria,arrested,march,0,2018
3108,syria,arrested,march,0,2018
3109,syria,arrested,march,0,2018
3110,syria,arrested,march,1,2018
3111,syria,arrested,march,1,2018
3112,syria,arrested,march,0,2018
3140,syria,arrested,april,1,2018
3141,syria,arrested,april,0,2018
3142,syria,arrested,april,0,2018
3161,syria,arrested,may,0,2018
3162,syria,arrested,may,0,2018
3163,syria,arrested,may,0,2018
3164,syria,arrested,may,0,2018
3165,syria,arrested,may,0,2018
3166,syria,arrested,may,1,2018
3167,syria,arrested,may,1,2018
3179,syria,arrested,june,0,2018
3180,syria,arrested,june,0,2018
3181,syria,arrested,june,0,2018
3182,syria,arrested,june,0,2018
3183,syria,arrested,june,0,2018
3184,syria,arrested,june,0,2018
3185,syria,arrested,june,0,2018
3186,syria,arrested,june,0,2018
3187,syria,arrested,june,0,2018
3188,syria,arrested,june,0,2018
3189,syria,arrested,june,0,2018
3190,syria,arrested,june,0,2018
3191,syria,arrested,june,1,2018
3192,syria,arrested,june,1,2018
3203,syria,arrested,july,0,2018
3204,syria,arrested,july,0,2018
3205,syria,arrested,july,1,2018
3217,syria,arrested,august,0,2018
3218,syria,arrested,august,0,2018
3230,syria,arrested,september,0,2018
3240,syria,arrested,october,1,2018
3253,syria,arrested,november,0,2018
3254,syria,arrested,november,0,2018
3255,syria,arrested,november,1,2018
3265,syria,arrested,december,0,2018
3266,syria,arrested,december,0,2018
3303,syria,killed,january,0,2019
3304,syria,killed,march,1,2019
3306,syria,killed,march,1,2019
3307,syria,killed,march,1,2019
3308,syria,killed,february,1,2019
3310,syria,killed,february,0,2019
3311,syria,killed,may,1,2019
3354,syria,kidnapped,january,1,2019
3355,syria,kidnapped,march,0,2019
3357,syria,kidnapped,march,0,2019
3358,syria,kidnapped,march,0,2019
3359,syria,kidnapped,february,0,2019
3361,syria,kidnapped,february,1,2019
3362,syria,kidnapped,may,0,2019
3405,syria,arrested,january,0,2019
3406,syria,arrested,march,0,2019
3408,syria,arrested,march,0,2019
3409,syria,arrested,march,0,2019
3410,syria,arrested,february,0,2019
3412,syria,arrested,february,0,2019
3413,syria,arrested,may,0,2019
63,tanzania,kidnapped,january,0,2017
133,tanzania,kidnapped,february,0,2017
203,tanzania,kidnapped,march,0,2017
273,tanzania,kidnapped,april,0,2017
343,tanzania,kidnapped,may,0,2017
413,tanzania,kidnapped,june,0,2017
483,tanzania,kidnapped,july,0,2017
553,tanzania,kidnapped,august,0,2017
623,tanzania,kidnapped,september,0,2017
693,tanzania,kidnapped,october,0,2017
763,tanzania,kidnapped,november,0,2017
833,tanzania,kidnapped,december,0,2017
903,tanzania,killed,january,0,2017
973,tanzania,killed,february,0,2017
1043,tanzania,killed,march,0,2017
1113,tanzania,killed,april,0,2017
1183,tanzania,killed,may,0,2017
1253,tanzania,killed,june,0,2017
1323,tanzania,killed,july,0,2017
1393,tanzania,killed,august,0,2017
1463,tanzania,killed,september,0,2017
1533,tanzania,killed,october,0,2017
1603,tanzania,killed,november,0,2017
1673,tanzania,killed,december,0,2017
1743,tanzania,arrested,january,0,2017
1813,tanzania,arrested,february,1,2017
1883,tanzania,arrested,march,0,2017
1953,tanzania,arrested,april,0,2017
2023,tanzania,arrested,may,0,2017
2093,tanzania,arrested,june,0,2017
2163,tanzania,arrested,july,0,2017
2233,tanzania,arrested,august,0,2017
2303,tanzania,arrested,september,0,2017
2373,tanzania,arrested,october,0,2017
2443,tanzania,arrested,november,0,2017
2513,tanzania,arrested,december,0,2017
2543,tanzania,killed,january,0,2018
2645,tanzania,killed,april,0,2018
2708,tanzania,killed,july,0,2018
2792,tanzania,kidnapped,january,1,2018
2894,tanzania,kidnapped,april,1,2018
2957,tanzania,kidnapped,july,5,2018
3041,tanzania,arrested,january,0,2018
3143,tanzania,arrested,april,0,2018
3206,tanzania,arrested,july,0,2018
64,turkey,kidnapped,january,0,2017
134,turkey,kidnapped,february,0,2017
204,turkey,kidnapped,march,0,2017
274,turkey,kidnapped,april,0,2017
344,turkey,kidnapped,may,0,2017
414,turkey,kidnapped,june,0,2017
484,turkey,kidnapped,july,0,2017
554,turkey,kidnapped,august,0,2017
624,turkey,kidnapped,september,0,2017
694,turkey,kidnapped,october,0,2017
764,turkey,kidnapped,november,0,2017
834,turkey,kidnapped,december,0,2017
904,turkey,killed,january,0,2017
974,turkey,killed,february,0,2017
1044,turkey,killed,march,0,2017
1114,turkey,killed,april,0,2017
1184,turkey,killed,may,0,2017
1254,turkey,killed,june,0,2017
1324,turkey,killed,july,0,2017
1394,turkey,killed,august,0,2017
1464,turkey,killed,september,0,2017
1534,turkey,killed,october,0,2017
1604,turkey,killed,november,0,2017
1674,turkey,killed,december,0,2017
1744,turkey,arrested,january,0,2017
1814,turkey,arrested,february,1,2017
1884,turkey,arrested,march,0,2017
1954,turkey,arrested,april,1,2017
2024,turkey,arrested,may,1,2017
2094,turkey,arrested,june,1,2017
2164,turkey,arrested,july,1,2017
2234,turkey,arrested,august,1,2017
2304,turkey,arrested,september,0,2017
2374,turkey,arrested,october,0,2017
2444,turkey,arrested,november,1,2017
2514,turkey,arrested,december,1,2017
2615,turkey,killed,march,0,2018
2864,turkey,kidnapped,march,0,2018
3113,turkey,arrested,march,1,2018
65,uganda,kidnapped,january,0,2017
135,uganda,kidnapped,february,0,2017
205,uganda,kidnapped,march,0,2017
275,uganda,kidnapped,april,0,2017
345,uganda,kidnapped,may,0,2017
415,uganda,kidnapped,june,0,2017
485,uganda,kidnapped,july,0,2017
555,uganda,kidnapped,august,0,2017
625,uganda,kidnapped,september,0,2017
695,uganda,kidnapped,october,0,2017
765,uganda,kidnapped,november,0,2017
835,uganda,kidnapped,december,0,2017
905,uganda,killed,january,0,2017
975,uganda,killed,february,0,2017
1045,uganda,killed,march,0,2017
1115,uganda,killed,april,0,2017
1185,uganda,killed,may,0,2017
1255,uganda,killed,june,0,2017
1325,uganda,killed,july,1,2017
1395,uganda,killed,august,0,2017
1465,uganda,killed,september,0,2017
1535,uganda,killed,october,0,2017
1605,uganda,killed,november,0,2017
1675,uganda,killed,december,0,2017
1745,uganda,arrested,january,0,2017
1815,uganda,arrested,february,0,2017
1885,uganda,arrested,march,0,2017
1955,uganda,arrested,april,0,2017
2025,uganda,arrested,may,0,2017
2095,uganda,arrested,june,0,2017
2165,uganda,arrested,july,0,2017
2235,uganda,arrested,august,0,2017
2305,uganda,arrested,september,0,2017
2375,uganda,arrested,october,0,2017
2445,uganda,arrested,november,0,2017
2515,uganda,arrested,december,0,2017
2616,uganda,killed,march,0,2018
2646,uganda,killed,april,0,2018
2695,uganda,killed,june,0,2018
2758,uganda,killed,november,0,2018
2865,uganda,kidnapped,march,0,2018
2895,uganda,kidnapped,april,0,2018
2944,uganda,kidnapped,june,1,2018
3007,uganda,kidnapped,november,1,2018
3114,uganda,arrested,march,2,2018
3144,uganda,arrested,april,1,2018
3193,uganda,arrested,june,0,2018
3256,uganda,arrested,november,0,2018
66,ukraine,kidnapped,january,0,2017
136,ukraine,kidnapped,february,0,2017
206,ukraine,kidnapped,march,0,2017
276,ukraine,kidnapped,april,0,2017
346,ukraine,kidnapped,may,0,2017
416,ukraine,kidnapped,june,0,2017
486,ukraine,kidnapped,july,0,2017
556,ukraine,kidnapped,august,0,2017
626,ukraine,kidnapped,september,0,2017
696,ukraine,kidnapped,october,0,2017
766,ukraine,kidnapped,november,0,2017
836,ukraine,kidnapped,december,0,2017
906,ukraine,killed,january,0,2017
976,ukraine,killed,february,0,2017
1046,ukraine,killed,march,0,2017
1116,ukraine,killed,april,0,2017
1186,ukraine,killed,may,0,2017
1256,ukraine,killed,june,0,2017
1326,ukraine,killed,july,0,2017
1396,ukraine,killed,august,0,2017
1466,ukraine,killed,september,0,2017
1536,ukraine,killed,october,0,2017
1606,ukraine,killed,november,0,2017
1676,ukraine,killed,december,0,2017
1746,ukraine,arrested,january,0,2017
1816,ukraine,arrested,february,0,2017
1886,ukraine,arrested,march,0,2017
1956,ukraine,arrested,april,0,2017
2026,ukraine,arrested,may,0,2017
2096,ukraine,arrested,june,0,2017
2166,ukraine,arrested,july,0,2017
2236,ukraine,arrested,august,0,2017
2306,ukraine,arrested,september,0,2017
2376,ukraine,arrested,october,0,2017
2446,ukraine,arrested,november,0,2017
2516,ukraine,arrested,december,0,2017
2544,ukraine,killed,january,0,2018
2793,ukraine,kidnapped,january,0,2018
3042,ukraine,arrested,january,1,2018
67,vanuatu,kidnapped,january,0,2017
137,vanuatu,kidnapped,february,0,2017
207,vanuatu,kidnapped,march,0,2017
277,vanuatu,kidnapped,april,0,2017
347,vanuatu,kidnapped,may,0,2017
417,vanuatu,kidnapped,june,0,2017
487,vanuatu,kidnapped,july,0,2017
557,vanuatu,kidnapped,august,0,2017
627,vanuatu,kidnapped,september,0,2017
697,vanuatu,kidnapped,october,0,2017
767,vanuatu,kidnapped,november,0,2017
837,vanuatu,kidnapped,december,0,2017
907,vanuatu,killed,january,0,2017
977,vanuatu,killed,february,0,2017
1047,vanuatu,killed,march,0,2017
1117,vanuatu,killed,april,0,2017
1187,vanuatu,killed,may,0,2017
1257,vanuatu,killed,june,0,2017
1327,vanuatu,killed,july,0,2017
1397,vanuatu,killed,august,0,2017
1467,vanuatu,killed,september,0,2017
1537,vanuatu,killed,october,0,2017
1607,vanuatu,killed,november,0,2017
1677,vanuatu,killed,december,0,2017
1747,vanuatu,arrested,january,0,2017
1817,vanuatu,arrested,february,0,2017
1887,vanuatu,arrested,march,0,2017
1957,vanuatu,arrested,april,0,2017
2027,vanuatu,arrested,may,0,2017
2097,vanuatu,arrested,june,0,2017
2167,vanuatu,arrested,july,0,2017
2237,vanuatu,arrested,august,0,2017
2307,vanuatu,arrested,september,0,2017
2377,vanuatu,arrested,october,0,2017
2447,vanuatu,arrested,november,0,2017
2517,vanuatu,arrested,december,0,2017
68,yemen,kidnapped,january,0,2017
138,yemen,kidnapped,february,0,2017
208,yemen,kidnapped,march,0,2017
278,yemen,kidnapped,april,7,2017
348,yemen,kidnapped,may,0,2017
418,yemen,kidnapped,june,0,2017
488,yemen,kidnapped,july,0,2017
558,yemen,kidnapped,august,0,2017
628,yemen,kidnapped,september,0,2017
698,yemen,kidnapped,october,0,2017
768,yemen,kidnapped,november,0,2017
838,yemen,kidnapped,december,0,2017
908,yemen,killed,january,0,2017
978,yemen,killed,february,0,2017
1048,yemen,killed,march,0,2017
1118,yemen,killed,april,0,2017
1188,yemen,killed,may,0,2017
1258,yemen,killed,june,0,2017
1328,yemen,killed,july,0,2017
1398,yemen,killed,august,0,2017
1468,yemen,killed,september,0,2017
1538,yemen,killed,october,0,2017
1608,yemen,killed,november,0,2017
1678,yemen,killed,december,0,2017
1748,yemen,arrested,january,1,2017
1818,yemen,arrested,february,4,2017
1888,yemen,arrested,march,2,2017
1958,yemen,arrested,april,1,2017
2028,yemen,arrested,may,2,2017
2098,yemen,arrested,june,0,2017
2168,yemen,arrested,july,0,2017
2238,yemen,arrested,august,0,2017
2308,yemen,arrested,september,0,2017
2378,yemen,arrested,october,0,2017
2448,yemen,arrested,november,2,2017
2518,yemen,arrested,december,1,2017
2545,yemen,killed,january,0,2018
2546,yemen,killed,january,0,2018
2547,yemen,killed,january,0,2018
2647,yemen,killed,april,1,2018
2696,yemen,killed,june,3,2018
2721,yemen,killed,august,1,2018
2733,yemen,killed,september,0,2018
2743,yemen,killed,october,0,2018
2744,yemen,killed,october,0,2018
2769,yemen,killed,december,0,2018
2794,yemen,kidnapped,january,1,2018
2795,yemen,kidnapped,january,0,2018
2796,yemen,kidnapped,january,0,2018
2896,yemen,kidnapped,april,0,2018
2945,yemen,kidnapped,june,0,2018
2970,yemen,kidnapped,august,0,2018
2982,yemen,kidnapped,september,13,2018
2992,yemen,kidnapped,october,0,2018
2993,yemen,kidnapped,october,0,2018
3018,yemen,kidnapped,december,0,2018
3043,yemen,arrested,january,0,2018
3044,yemen,arrested,january,1,2018
3045,yemen,arrested,january,1,2018
3145,yemen,arrested,april,0,2018
3194,yemen,arrested,june,0,2018
3219,yemen,arrested,august,0,2018
3231,yemen,arrested,september,0,2018
3241,yemen,arrested,october,1,2018
3242,yemen,arrested,october,1,2018
3267,yemen,arrested,december,1,2018
3312,yemen,killed,january,0,2019
3313,yemen,killed,march,1,2019
3314,yemen,killed,march,2,2019
3315,yemen,killed,february,2,2019
3316,yemen,killed,april,6,2019
3318,yemen,killed,january,0,2019
3363,yemen,kidnapped,january,0,2019
3364,yemen,kidnapped,march,0,2019
3365,yemen,kidnapped,march,0,2019
3366,yemen,kidnapped,february,0,2019
3367,yemen,kidnapped,april,0,2019
3369,yemen,kidnapped,january,1,2019
3414,yemen,arrested,january,1,2019
3415,yemen,arrested,march,0,2019
3416,yemen,arrested,march,0,2019
3417,yemen,arrested,february,0,2019
3418,yemen,arrested,april,0,2019
3420,yemen,arrested,january,0,2019
69,zambia,kidnapped,january,0,2017
139,zambia,kidnapped,february,0,2017
209,zambia,kidnapped,march,0,2017
279,zambia,kidnapped,april,0,2017
349,zambia,kidnapped,may,0,2017
419,zambia,kidnapped,june,0,2017
489,zambia,kidnapped,july,0,2017
559,zambia,kidnapped,august,0,2017
629,zambia,kidnapped,september,0,2017
699,zambia,kidnapped,october,0,2017
769,zambia,kidnapped,november,0,2017
839,zambia,kidnapped,december,0,2017
909,zambia,killed,january,0,2017
979,zambia,killed,february,0,2017
1049,zambia,killed,march,0,2017
1119,zambia,killed,april,0,2017
1189,zambia,killed,may,0,2017
1259,zambia,killed,june,0,2017
1329,zambia,killed,july,0,2017
1399,zambia,killed,august,0,2017
1469,zambia,killed,september,0,2017
1539,zambia,killed,october,0,2017
1609,zambia,killed,november,0,2017
1679,zambia,killed,december,0,2017
1749,zambia,arrested,january,0,2017
1819,zambia,arrested,february,0,2017
1889,zambia,arrested,march,0,2017
1959,zambia,arrested,april,0,2017
2029,zambia,arrested,may,0,2017
2099,zambia,arrested,june,0,2017
2169,zambia,arrested,july,0,2017
2239,zambia,arrested,august,0,2017
2309,zambia,arrested,september,0,2017
2379,zambia,arrested,october,0,2017
2449,zambia,arrested,november,0,2017
2519,zambia,arrested,december,0,2017
70,zimbabwe,kidnapped,january,0,2017
140,zimbabwe,kidnapped,february,0,2017
210,zimbabwe,kidnapped,march,0,2017
280,zimbabwe,kidnapped,april,1,2017
350,zimbabwe,kidnapped,may,0,2017
420,zimbabwe,kidnapped,june,0,2017
490,zimbabwe,kidnapped,july,0,2017
560,zimbabwe,kidnapped,august,0,2017
630,zimbabwe,kidnapped,september,0,2017
700,zimbabwe,kidnapped,october,0,2017
770,zimbabwe,kidnapped,november,0,2017
840,zimbabwe,kidnapped,december,0,2017
910,zimbabwe,killed,january,0,2017
980,zimbabwe,killed,february,0,2017
1050,zimbabwe,killed,march,0,2017
1120,zimbabwe,killed,april,0,2017
1190,zimbabwe,killed,may,0,2017
1260,zimbabwe,killed,june,0,2017
1330,zimbabwe,killed,july,0,2017
1400,zimbabwe,killed,august,0,2017
1470,zimbabwe,killed,september,0,2017
1540,zimbabwe,killed,october,0,2017
1610,zimbabwe,killed,november,0,2017
1680,zimbabwe,killed,december,0,2017
1750,zimbabwe,arrested,january,0,2017
1820,zimbabwe,arrested,february,0,2017
1890,zimbabwe,arrested,march,0,2017
1960,zimbabwe,arrested,april,0,2017
2030,zimbabwe,arrested,may,0,2017
2100,zimbabwe,arrested,june,0,2017
2170,zimbabwe,arrested,july,0,2017
2240,zimbabwe,arrested,august,0,2017
2310,zimbabwe,arrested,september,0,2017
2380,zimbabwe,arrested,october,0,2017
2450,zimbabwe,arrested,november,0,2017
2520,zimbabwe,arrested,december,0,2017
